chromagram,rms,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,label
0.30399328,0.14286506,1409.9552556449528,1512.3102651538218,2765.9008052675463,0.06295882576856149,-173.7925,137.1867,-23.724049,26.978432,-16.657696,4.1808825,-12.55993,5.8321843,-2.874319,-1.1974192,-1.9548353,1.8015007,-2.9896476,-1.8666562,-0.7927427,-3.0159667,-0.44005355,-1.9945513,-0.7484699,-4.991314,blues
0.36715207,0.06574069,1352.6596654421637,1756.7797951648831,2880.7778626196346,0.043930584759280744,-287.92374,124.01875,5.469892,33.65741,1.0954973,14.705335,-4.8770084,8.670525,0.78540504,6.579526,-4.874974,-3.1782238,-5.5361576,-6.7844357,-2.6481562,-2.9945593,-3.3868182,-1.8526473,1.8399631,-4.890804,blues
0.26939112,0.119046055,1360.6411972395076,1567.5652250221797,2738.6387375833815,0.06909500676720805,-207.22331,132.83055,-15.4288435,60.970924,0.7298719,12.437647,1.1827996,-1.546623,-17.879435,8.352729,-2.4581614,-0.6033847,0.38596076,2.5995464,-5.1792665,-9.523479,-9.242837,-2.8550277,-1.4271618,-5.931978,blues
0.2647128,0.11316983,1324.2932181481008,1828.0392544027368,2710.269200442285,0.0514017032820959,-209.82616,124.46322,10.342454,47.010906,6.5081253,15.410518,-2.0051074,6.7065654,-21.557632,10.718407,-5.5236883,-2.1998053,-3.0348647,8.644537,-0.3037208,-0.6379485,-2.938427,-1.7045164,-1.7681892,-7.762181,blues
0.32903633,0.06705453,1171.8482269140325,1705.519298617154,2344.2463815073957,0.045036675850734724,-305.65472,113.08634,12.114428,45.033703,17.762825,14.573329,4.1594296,0.21354479,-7.0269957,13.641991,8.929174,1.3030063,5.961251,8.549222,1.1246064,0.60269326,0.054863006,-3.722265,-0.99496955,-1.8002894,blues
0.26969042,0.08062402,1420.3651651340074,1731.1642811796812,2929.964494815835,0.06370125495456304,-238.51553,120.110176,-4.2293587,42.290695,5.928563,13.917268,5.3578677,1.8955573,-16.936676,12.350621,3.9459798,-1.3935845,0.019285185,3.5883965,-4.50091,-5.540558,-6.8874693,-4.8232512,1.7473668,-1.8821969,blues
0.30418554,0.08147175,1454.9639409755137,1825.797959693914,3009.460817412268,0.06134406117072699,-233.7591,120.67514,-3.1748059,39.51848,3.8183367,18.837141,-3.6778173,4.4331384,-14.965527,17.578217,1.8418719,2.549422,-1.2331676,8.439486,-0.20189792,-3.8945014,-4.45685,0.009554102,1.2930309,-2.098082,blues
0.302124,0.09330608,1088.8442297527454,1410.984259420963,2134.9929420134863,0.048326248912412995,-245.69937,140.49109,-2.7897542,60.431435,18.919052,9.829609,3.5591462,0.51537174,-16.387682,6.627509,7.2592144,-4.014427,1.6021209,5.8950095,-3.0214696,-4.773669,-3.0309892,-1.9940876,-0.046753637,-3.9712281,blues
0.2699323,0.07970637,1537.5876985238351,2054.529510695353,3495.51500643489,0.056141769987432324,-252.49301,104.93711,15.332313,42.66697,6.783058,21.605682,-1.2978408,5.6754074,-16.632635,12.173101,-1.9472849,1.9508444,-0.8903191,7.7705245,2.3802428,1.7754055,1.3253621,3.609512,4.907691,-2.65546,blues
0.2573248,0.09765975,1195.4703757774462,1481.3188804548583,2235.264725474913,0.05888603900812065,-236.65675,138.40926,-4.912911,47.629173,5.1842003,8.876615,0.5138149,-3.804674,-14.988871,10.4170685,-0.33363783,0.77598476,1.7773185,4.2329874,-0.4678416,-6.105214,-5.390519,-1.3412131,-3.723019,-4.364778,blues
0.3026116,0.07547449,1390.301557556794,1911.3145801760033,3006.1717163935614,0.05258634232405259,-230.35765,127.07833,7.1234465,39.7749,1.9210495,17.41178,-5.619415,8.249394,-18.116888,13.835064,-3.7699323,2.5720189,-4.3183455,6.8063755,-6.167102,-6.1987495,-4.5001836,-1.8223381,-0.51710016,1.5099173,blues
0.32110038,0.10113208,1046.5500105240203,1481.0580892453968,1830.330592463022,0.047907452387857694,-264.72256,138.86845,11.194062,48.50426,14.930757,20.580284,3.2070086,1.248956,-15.846457,15.978459,3.369133,-1.5108064,1.9059253,6.32838,-0.9933917,-2.4194524,-3.6802154,0.49150062,5.041454,-0.7768497,blues
0.3065368,0.11342585,1155.7812208677883,1497.9642587628882,2169.033055847593,0.05856995903422274,-233.95625,136.1457,3.3244114,48.92853,8.715444,13.966022,5.3665967,0.39953962,-13.469852,16.877718,5.148091,-2.249821,3.9479077,5.3164883,0.810559,-1.1070808,-4.55648,-2.4307842,3.3248355,-0.60244745,blues
0.28082266,0.102035165,1209.9878628924062,1497.6915639530437,2521.741260785238,0.052467009860788866,-227.22534,137.78807,-14.499568,63.56093,5.6176677,11.958149,1.9079684,-1.8893869,-7.6042166,-2.4732885,-2.8910103,-9.433393,-10.929217,3.5694757,4.149801,0.0888091,-2.9859648,-1.3861688,7.5413775,-3.0357234,blues
0.26311222,0.08694727,1120.0194669331925,1447.8898990912116,2323.820647839327,0.04727604770881671,-274.3658,130.41125,-6.351287,70.402985,13.269728,9.473776,7.7353296,-1.2349664,-0.5723901,-2.3033547,3.773516,0.07561236,-0.93897164,2.2962253,4.2941175,-1.6612144,-10.4394245,-6.793103,-1.0657777,-1.583887,blues
0.29095975,0.08921522,1109.3527843880802,1463.217701555025,2243.3417583562937,0.051697390999613305,-249.28456,131.00468,0.67143506,66.70393,17.914803,4.6216865,6.6131053,1.2425213,1.4125671,-1.5898085,-0.9819215,-3.575791,-2.9269552,4.6006756,7.480606,-0.18753201,-2.8234692,-2.6753805,0.7406138,-0.53098303,blues
0.27837843,0.07711019,1198.459084542923,1573.5002754703678,2477.275945747535,0.05197268646075019,-284.8484,108.749565,9.129683,51.251312,18.123716,7.6327777,8.775374,2.3653817,0.019261148,2.2369273,4.190629,-3.304581,1.6140482,2.691864,3.3761284,3.292786,-4.524483,0.49672043,5.921975,3.2145398,blues
0.28870735,0.09581015,1391.841952007111,1494.954574989433,2811.698414388776,0.07241441294470224,-228.16708,130.33966,-23.310709,70.20022,1.1293262,7.589114,0.90339565,1.9944433,-6.1588445,-9.380717,-2.563575,-4.5218472,-0.26998648,0.17045113,-1.5287303,1.4676871,-6.9808435,-8.324486,4.2408886,0.99173754,blues
0.27615547,0.099666774,1115.728201941125,1399.0968254764116,2290.6465251595127,0.04801998743232792,-248.96225,139.03177,-16.240025,57.11619,20.192362,10.160373,4.576075,0.33792406,-7.862825,-3.470246,-2.648825,-2.8426707,-0.8947748,-2.4133794,2.5705972,-5.8710003,-12.412888,-7.302001,-0.92358524,-2.6985795,blues
0.28035653,0.12473648,1648.8351694525165,2189.9858650908577,3759.8921136347158,0.05289486961040216,-233.7151,101.19902,17.6509,23.740635,2.079885,25.938902,-16.969044,15.079571,-22.277378,4.385386,-23.19758,-6.0366454,-5.0570984,1.0690376,-5.7785144,-8.310135,-11.384393,-6.7234993,-10.013582,-14.026128,blues
0.26319388,0.17006207,1379.1893819362376,2004.2106632641949,3016.513649216937,0.039366118039443156,-206.93811,117.79184,23.264994,28.300045,-1.1022834,18.867184,-21.971613,17.848024,-25.590239,2.1351044,-17.777296,-8.0105915,-17.620142,-8.120075,-8.628885,-15.540495,-15.332039,-9.656509,-10.089768,-17.82688,blues
0.2535532,0.15151764,1330.715617463902,1973.410537701726,2898.7888132613107,0.04294722484048724,-221.84349,110.852425,18.63755,30.92843,3.2962284,22.589958,-20.406555,12.122969,-26.330458,-4.354131,-26.383854,-13.032196,-12.655037,-1.8158432,-7.2590013,-6.6609855,-14.688093,-11.713449,-11.024652,-13.389859,blues
0.2762448,0.101321355,1309.3824080697566,1883.0429032287782,2763.1862560723607,0.03938839846771075,-288.7151,105.92636,18.81995,23.67446,5.700168,25.559086,-13.450494,12.429512,-11.961186,1.5895078,-15.62307,-6.638756,-11.685787,-2.935766,-7.378426,-15.693846,-10.957293,-10.879779,-18.501951,-19.117844,blues
0.2606353,0.1332135,1430.4924328152892,2075.5012632225817,3245.4683874709976,0.04197368341550657,-238.9512,108.70544,34.14585,30.21115,-0.5025823,27.292957,-21.39948,14.171863,-24.51231,-1.8842657,-28.0575,-11.255747,-16.464361,-7.640693,-12.784872,-15.3524685,-13.7459,-7.4084854,-10.078316,-13.2909355,blues
0.2623638,0.1359354,1537.0980205512037,2157.3630489633447,3602.423279799884,0.04570244525812065,-217.15489,105.78446,15.606509,25.259819,-1.4457653,30.199509,-17.717384,17.318798,-27.218798,4.336658,-20.061995,-10.700786,-14.232641,-5.156592,-3.4814634,-6.1893525,-15.322095,-6.8323135,-9.825188,-13.940664,blues
0.28838482,0.17337872,1506.8728757224978,2096.692972758199,3404.1862470091355,0.04541997474381284,-171.77327,120.29358,15.340433,21.107592,-5.385008,24.195364,-24.137547,18.544752,-22.348501,1.3194953,-20.763226,-4.981888,-17.108088,-7.879306,-15.300168,-9.34368,-8.911592,-8.512012,-14.329957,-19.929634,blues
0.23339812,0.19774683,1247.355029710244,1908.0921517329518,2620.1894667198376,0.03690734060808198,-200.1993,116.36308,18.04737,25.26357,0.31005445,24.177252,-22.223515,11.183534,-26.846264,-7.6373806,-24.856096,-12.012267,-17.015976,-8.11307,-11.953768,-12.621813,-14.193202,-8.207759,-15.015007,-10.3068495,blues
0.24863409,0.06918844,1188.3081417864566,1682.8353076545034,2339.291912884281,0.048163866130123745,-328.5607,102.728516,19.836584,26.706007,7.145409,22.727982,-6.951727,12.816983,-10.727913,-0.4246941,-12.378796,-8.898336,-9.208457,-9.089533,-8.994875,-7.6578846,-7.2112923,-9.397146,-4.47567,-3.6794353,blues
0.2658881,0.16808383,1514.1006734453883,2141.0122340704725,3451.915682551479,0.044373172249613305,-192.65746,111.15712,21.361006,26.399405,-0.64434755,23.491514,-25.469894,16.923105,-16.975649,5.7756433,-25.738422,-5.051984,-17.62749,-7.916775,-15.15512,-12.356138,-17.234728,-7.7786775,-13.030936,-17.93117,blues
0.25524583,0.08586248,1151.0089925770378,1709.0839761116579,2311.446966538573,0.03532089858855375,-301.7305,111.54288,21.900229,16.151121,8.200673,22.084373,-8.597672,1.4887748,-17.071402,-8.334585,-17.00836,-10.5737705,-15.679576,-12.594489,-12.256569,-14.560316,-10.100236,-5.785847,-7.768403,-7.1806436,blues
0.39799592,0.13489199,2272.4395473323143,2356.806513929841,5108.215360353828,0.09764303279679042,-110.24799,90.702934,-2.5257564,74.05794,-11.753322,39.207737,-13.1605625,20.542093,-17.15309,12.812633,-21.430075,5.9520035,-8.023324,4.2323318,-16.481607,6.5447097,-5.692046,-3.643349,-4.8527536,1.8532262,blues
0.38686773,0.12916584,2390.39009977241,2463.3082687467954,5403.435075587297,0.10226074596384377,-107.170265,88.48819,-4.1694126,55.47771,-8.013871,38.41516,-6.4100246,28.572668,-19.821608,13.23809,-19.2531,12.072361,-4.578394,3.786518,-16.986383,11.620651,-7.359709,-3.6660604,-7.1765766,1.9754492,blues
0.37753847,0.11100128,2301.609667012493,2367.518780747192,5187.578453541908,0.09782391966357308,-159.55165,69.79762,-4.3989916,76.84658,3.9188268,45.173172,-4.8550057,32.204823,-9.796014,7.8126516,-21.821108,9.690988,-2.5877128,3.3055792,-14.968879,10.235481,-4.0784125,-5.850137,-2.4779263,6.6466994,blues
0.3989206,0.12738556,2155.8796287547634,2372.127373624907,5011.574078270011,0.08717463022041763,-109.105995,100.60877,-8.656534,47.350414,-6.5582976,39.607635,-8.515619,29.565546,-16.585535,13.163908,-24.209251,6.576563,-8.647178,4.9274163,-15.434491,1.5337996,-6.7489653,1.4113468,-3.969472,3.2838326,blues
0.39017493,0.13632092,2278.9612516967195,2375.2487029331346,5198.59486024507,0.09252533171403712,-109.51259,86.921364,-8.594192,64.489525,-6.301509,43.64349,-8.2908325,28.545784,-14.082675,8.128631,-21.488085,11.088339,-5.0916853,3.9764972,-12.861214,12.336756,0.020516947,-0.74309385,-5.130959,3.297938,blues
0.4294368,0.14835843,1739.134032915427,2290.4071318859023,4551.141569841212,0.048048310010634185,-163.21677,89.77885,12.976252,80.7023,3.665379,39.73874,-5.406735,26.493734,-13.1699295,2.704878,-20.550138,6.014823,-2.9036598,-0.4283292,-17.539125,4.164019,-5.987196,-7.8641725,-8.569909,1.8542717,blues
0.38796747,0.10260163,1913.0115998173114,2361.735333192992,4777.823081315255,0.05845780162412993,-182.57378,90.667564,14.124545,67.54922,2.6786995,38.429825,-8.410714,24.12955,-13.789952,4.83309,-16.685228,5.8176017,-5.1466966,0.19426665,-14.485502,6.8640895,-4.4397974,-2.9864416,-4.814492,5.4059744,blues
0.33642042,0.11225929,2013.0116652479728,2310.140449418874,4848.826029129205,0.07532370818832174,-149.94028,93.65089,6.35507,71.50347,-8.1215315,36.191162,-9.775336,17.64784,-21.10752,-0.13968176,-22.201908,5.4219475,-7.4585795,-4.332863,-12.3994055,9.621233,-5.0170197,-3.7061691,2.3444357,4.1606474,blues
0.37952945,0.12396911,2148.1976094245806,2204.3318445721256,4672.197141005656,0.09876687270398299,-106.355354,102.656296,-20.146088,59.348873,-9.948382,33.68739,-14.171321,23.521471,-13.313561,15.990457,-18.923529,7.813086,-7.7854447,4.038029,-11.343647,2.060206,-5.7312684,0.47028267,-1.9038106,-3.1316316,blues
0.27757537,0.08858688,1318.1914651872387,1904.547956584331,3044.8831863580335,0.039961269818252126,-256.01666,110.85586,21.525787,67.54189,4.3060117,43.086628,-4.494886,10.416363,-8.694551,1.6574186,-20.58705,-2.451857,-7.1194587,-11.165335,-12.61113,2.7265158,-8.951504,-7.9397025,-2.338613,-0.7058653,blues
0.40093604,0.18233818,1945.5331078931836,2081.878471910416,4174.593627646462,0.08579060022718484,-82.99972,107.08581,-25.33544,57.104504,0.08550348,34.682583,-11.055122,20.543169,-11.194479,14.819606,-10.2333355,12.54602,-9.753734,2.5643685,-6.2895126,2.9953322,-8.715193,-0.33120608,-2.9826324,0.70288163,blues
0.39368767,0.19667555,1977.2342507767992,1928.1088183371203,3943.4489309926043,0.10660165313225058,-55.607544,114.931625,-37.031944,64.8895,-7.1417155,15.23794,-16.232676,18.631575,-9.752268,21.454283,-5.648911,12.788085,-16.530478,3.7929175,-7.9009013,8.470491,-4.0714216,3.2033138,-5.1845965,-1.2799007,blues
0.33900777,0.098882176,1443.810106160443,1670.850631825415,3070.713037902407,0.0671879531612529,-225.23013,117.626884,-14.539373,64.796036,12.908661,19.03742,10.66617,9.886662,-2.396643,11.68509,1.5415066,3.0658138,-7.627123,-8.95482,-4.349343,-0.06272068,-2.5589147,-3.4455018,-3.870722,1.3147193,blues
0.4124447,0.16834377,2171.445862789447,1954.4902598720166,4237.319698466502,0.1328151434406419,-76.69792,105.7382,-43.172153,60.954273,-8.757208,21.224144,-12.855764,18.596252,-11.396048,14.538467,-6.048134,12.722727,-9.365225,1.3488977,-3.6112764,6.9915385,-4.0574303,-0.27433702,-3.6986418,-0.5005871,blues
0.45274577,0.20094612,2030.6571856229584,1987.383148016622,4063.388705862094,0.10339893597737819,-57.9196,108.99029,-36.207565,64.045525,1.4388394,26.311611,-17.47779,20.42527,-9.540507,18.169731,-6.060152,13.86405,-11.291089,4.665493,-6.3944345,3.2181194,-8.08371,-1.7249706,-5.4291754,-2.5794437,blues
0.43293655,0.15774165,2032.0018592307463,1976.383234757624,4023.561439602668,0.11311924485208817,-98.74344,104.79365,-35.09825,60.70181,-2.833249,22.234495,-7.831171,19.03585,-11.573603,17.018518,-5.3761516,12.200969,-9.956365,0.35334754,-4.268688,6.1336985,-4.822604,1.5005819,-1.4938406,3.509201,blues
0.39105102,0.13787115,1811.7712543400935,2052.506249848791,3928.8186765878772,0.07550308451759474,-145.28098,102.80664,-12.52943,57.005886,2.2628691,26.585436,-4.2885375,17.328522,-7.9934354,15.229498,-6.9346995,7.4587684,-10.468452,-2.359566,-6.785852,2.6683176,-4.7704,-0.95205194,0.022584897,-2.004562,blues
0.42438546,0.1759754,1886.9548087305845,1913.2586101558973,3828.2887611477668,0.08993966913186388,-92.70346,115.31911,-35.06798,57.877247,1.8523946,26.612562,-14.536981,22.13024,-8.20334,11.020901,-5.647607,7.2775116,-10.205894,1.3295714,-4.1035075,0.9756065,-6.5549684,-0.6890784,-2.1272216,-1.5083673,blues
0.35664198,0.16199261,2068.3584755845045,2034.1372405574825,4231.765697505801,0.10435170751160093,-95.41721,105.22088,-26.941366,60.809002,-4.836374,21.53419,-13.5091915,12.124086,-20.229076,12.14219,-5.2252398,10.261721,-9.4436865,3.877393,-10.177439,3.5848525,-3.1131558,0.19068582,0.8431238,-3.417073,blues
0.40583923,0.16997927,2235.589429058707,2099.8120761227233,4389.434375453161,0.1422416527697216,-86.23715,91.96127,-23.417446,68.26248,-3.8877368,22.74717,-9.899862,16.890066,-11.391862,18.431488,-7.0117044,10.7619705,-11.946138,0.99086684,-5.927924,5.319791,-6.135271,1.9495977,-5.0937138,-0.67163056,blues
0.4308073,0.19630733,1946.3310796193784,1979.9119618616166,3955.531172962587,0.09742287195475638,-67.73307,111.70729,-34.638653,61.314373,0.05263506,30.55697,-12.687903,21.154879,-13.119317,16.277115,-6.327084,12.300595,-12.468253,1.6736463,-5.1377044,4.6437206,-6.910592,1.0412093,-4.7271786,-0.6621269,blues
0.45193884,0.14172587,2503.94548833885,2180.550532894031,5077.372752320186,0.16753371519721577,-82.505005,94.15339,-27.101465,75.66221,-27.51367,35.57133,-20.290781,25.110947,-15.360643,11.344384,-13.393383,8.13859,-8.497068,8.291397,-10.344198,-3.4679124,-5.2267623,-2.5885463,-8.359233,-6.98389,blues
0.31187263,0.10628482,2280.2764719785046,2119.866001597728,4733.132941650957,0.11714180624033256,-144.89153,95.71116,-21.605843,49.61889,-29.869568,29.345917,-18.841982,17.888395,-9.6631565,5.508204,-9.547621,6.3534265,-21.079596,2.4575613,-9.535299,-1.4167383,-9.31276,5.1513157,-8.104987,-2.4379587,blues
0.33023137,0.0962735,2840.060760885935,2444.1894680781293,5711.836175409658,0.15441054294760248,-129.12653,72.0825,-7.7535663,49.242702,-32.715286,21.595114,-27.360632,14.991587,-10.249059,12.41981,-17.025764,7.11183,-18.006039,2.918357,-14.474677,4.0654206,-14.521494,7.2534523,-8.207306,-2.0070474,blues
0.33265,0.11743242,2553.361182654169,2280.266169662653,5148.3757001341355,0.14683293153035576,-85.108765,88.799706,-16.31286,59.22677,-35.976448,14.38884,-22.2948,9.65423,-14.81846,11.175134,-14.799716,8.47294,-19.585276,6.4127836,-13.775701,6.1138253,-13.147978,3.931494,-7.612429,3.752392,blues
0.29283738,0.10036324,2816.2257386186943,2371.9694142121566,5613.621120939675,0.14628196297370458,-118.32657,74.870224,-19.865347,46.952423,-32.546906,23.825304,-26.34998,17.683983,-13.814811,11.937553,-17.88492,7.5342603,-22.892633,4.766835,-12.790709,5.609002,-14.722139,6.6853604,-9.1677265,-2.2377431,blues
0.37459317,0.11046108,2340.802465391952,2256.6151021309415,4972.962530361804,0.12179161832946636,-116.57126,97.41709,-13.875514,48.960175,-22.583494,27.748411,-20.233152,18.630678,-14.630755,8.474961,-16.633268,11.013935,-13.859323,9.728479,-5.1017423,2.6333237,-9.873258,6.15033,-7.687686,-4.834908,blues
0.33790562,0.12911049,2258.0093136888186,2175.940748059711,4754.5995300717805,0.1127057352088167,-95.426796,101.38338,-20.666855,48.666817,-30.240248,20.804085,-18.285763,14.132891,-12.792978,13.436675,-14.066975,7.7266455,-19.2104,2.8538978,-9.8153715,6.909789,-11.293304,8.941849,-2.951057,-0.9730301,blues
0.28983942,0.103117295,2513.313017423198,2344.984734898539,5246.748964526537,0.13510738411156226,-113.175255,88.7322,-8.929574,49.483223,-34.589897,15.860617,-17.742317,14.715835,-11.19793,15.369883,-15.075742,8.753591,-18.62875,5.4634027,-9.274706,8.016563,-9.543594,5.8681154,-4.403294,3.6240506,blues
0.2920013,0.11652311,2371.4805438318162,2210.070449826128,5005.229027697216,0.12512877332269914,-121.44898,96.08054,-19.58984,48.030216,-38.775303,24.759705,-32.93043,8.096977,-17.80806,6.11492,-19.983772,6.8023176,-19.32696,-0.1143273,-12.254405,-4.9280047,-10.41424,-2.0437806,-1.7626904,-3.9624534,blues
0.32280922,0.10613686,2159.3919998358315,2130.224380656796,4684.529188116299,0.09834769854505027,-133.01598,105.73445,-22.149998,41.831097,-26.984575,19.115875,-26.562511,19.230762,-15.33801,6.9865093,-10.808672,6.796416,-11.725245,4.393897,-6.0277824,1.9619955,-12.309116,3.2563548,-8.804638,-3.3718672,blues
0.3051751,0.12055985,2428.92876695113,2286.710780138064,5064.932456315255,0.13464138328982986,-89.35489,93.80039,-14.56005,54.38864,-33.50299,19.423904,-19.761011,13.031586,-13.861511,14.615304,-14.968039,10.597504,-18.02217,6.655318,-10.208496,6.537729,-10.848482,3.3217015,-6.1866097,3.0052185,blues
0.30696583,0.10391187,2595.0823249210684,2519.1688215468994,5660.126511292779,0.1291906086861949,-118.68523,87.61204,6.561461,45.097748,-38.89035,20.827126,-26.844313,13.802651,-17.224989,5.103334,-15.703388,3.9848607,-27.523129,3.057475,-15.949293,10.866509,-12.646426,2.8149772,-13.3406925,-4.368555,blues
0.34188026,0.25972307,2094.7700987944086,2158.43282733175,4482.428502483323,0.10054024374033256,-30.098185,103.73253,-19.73797,56.415596,-12.698808,20.18955,-17.337538,16.289864,-18.441038,8.919274,-11.649422,11.2163925,-8.838416,9.09342,-3.5793562,4.3699646,-2.825943,4.7218423,0.49064684,1.4716669,blues
0.36716157,0.19702327,2515.4624865561696,2531.268049309255,5770.931744852088,0.12089020507057231,-55.976925,87.84771,-1.6107056,41.19908,-5.6179037,27.789425,-23.989286,21.777727,-18.419083,12.323681,-13.71248,11.851964,-3.9711192,7.099814,-4.467886,5.1170144,-6.6431236,5.8672047,-3.7048788,-1.9614248,blues
0.4665292,0.19211395,2224.1107373201194,2254.8556747024654,4700.23360462587,0.10850946200696056,-86.47736,92.698875,-15.3258505,54.053932,0.8953605,31.571152,-14.60364,23.317848,-14.964166,15.332833,-7.043209,12.178524,-6.0861163,7.0280614,-5.8006306,7.4283266,-6.0767937,3.3958123,-4.281493,1.2262887,blues
0.36562574,0.21900226,2645.785682883694,2426.248037122265,5612.796763975493,0.13647177711716937,-52.697247,74.433365,-18.696766,56.312366,-3.9390392,31.985342,-16.466188,22.40312,-12.257939,27.212437,-9.248946,7.785404,-10.568447,6.943705,-9.126266,13.016835,-9.857112,3.6898384,-4.9384747,4.4217305,blues
0.4088882,0.24322885,2207.2191647229342,2191.664121020965,4658.382916727088,0.11153393573569219,-28.951168,104.517815,-30.971535,38.15845,-8.001604,30.886063,-20.604153,25.816149,-12.962702,16.93776,-12.270351,10.782378,-10.55727,6.877261,-10.293695,6.957575,-10.259581,0.7047023,-5.999726,1.3507861,blues
0.41417623,0.25811768,2333.510453703182,2227.399756371959,4942.594552095417,0.12381951493619489,-2.5103703,101.25532,-33.922623,41.525246,-13.803005,31.917942,-21.868832,24.46566,-15.869252,15.800549,-14.362425,12.509908,-13.368965,6.11749,-9.056481,5.0431366,-11.329322,3.1696904,-4.57064,-4.0379415,blues
0.4214355,0.2709416,2442.8714095935434,2358.6150380411736,5267.699288989994,0.12468240948859242,-3.5548325,92.92088,-25.078384,45.174667,-10.851961,31.862457,-18.039074,28.624466,-10.219611,14.666828,-14.900479,14.735523,-15.599457,9.548924,-14.786189,2.0659883,-13.809603,3.5670724,-5.962289,-1.6469549,blues
0.3682447,0.24246587,1827.2085001488215,1898.679904614823,3743.563184273492,0.09403926793310131,-54.683254,119.47452,-34.855633,37.53553,-15.873323,22.06904,-14.65143,18.519676,-9.633944,11.256524,-11.72151,11.538056,-6.4248967,1.7949309,-5.877292,0.37208012,-9.068514,-2.030223,-5.418258,0.028646836,blues
